tamaño_objetivo,aspl,rep,tiempo_gen,tiempo_aspl,timestamp
250,3.0325461847389557,1,0.0004,0.0239,2025-09-28T08:54:46.540044
250,2.3474698795180724,2,0.0005,0.0202,2025-09-28T08:54:56.910998
250,2.6606265060240966,3,0.0021,0.0277,2025-09-28T08:55:09.925473
250,3.186441767068273,4,0.0007,0.0409,2025-09-28T08:55:19.613603
250,3.225991967871486,5,0.0008,0.0424,2025-09-28T08:55:32.283990
250,2.1078875502008034,6,0.1232,0.0513,2025-09-28T08:55:47.794915
250,3.099759036144578,7,0.0003,0.0275,2025-09-28T08:56:00.305355
250,4.505606425702811,8,0.1765,0.0266,2025-09-28T08:56:14.114430
250,3.417863453815261,9,0.0004,0.0269,2025-09-28T08:56:27.797486
250,4.805204819277108,10,0.0029,0.026,2025-09-28T08:56:38.726999
250,3.254618473895582,11,0.0004,0.0422,2025-09-28T08:56:48.541708
250,2.490987951807229,12,0.0002,0.0203,2025-09-28T08:56:58.262019
250,2.031421686746988,13,0.0043,0.0264,2025-09-28T08:57:08.584676
250,2.446232931726908,14,0.0002,0.0186,2025-09-28T08:57:18.739353
250,3.573975903614458,15,0.0006,0.0417,2025-09-28T08:57:30.151582
250,3.3350361445783134,16,0.0003,0.0305,2025-09-28T08:57:40.968601
250,2.8411887550200805,17,0.0004,0.0221,2025-09-28T08:57:54.544015
250,2.390586345381526,18,0.1039,0.0484,2025-09-28T08:58:05.370729
250,2.682024096385542,19,0.0006,0.0247,2025-09-28T08:58:14.496877
250,3.3361927710843373,20,0.0004,0.025,2025-09-28T08:58:25.044092
250,2.1522248995983935,21,0.0017,0.0257,2025-09-28T08:58:36.126796
250,2.593317269076305,22,0.0004,0.0247,2025-09-28T08:58:46.230508
250,3.591004016064257,23,0.0009,0.0243,2025-09-28T08:58:57.020321
250,3.3233092369477912,24,0.0005,0.0383,2025-09-28T08:59:05.923680
250,2.9795983935742973,25,0.0003,0.0245,2025-09-28T08:59:17.987850
250,2.046971887550201,26,0.0034,0.0647,2025-09-28T08:59:35.211396
250,2.237429718875502,27,0.0008,0.0238,2025-09-28T08:59:44.198139
250,1.9999357429718876,28,0.0039,0.0162,2025-09-28T08:59:54.334731
250,1.992,29,0.0003,0.016,2025-09-28T09:00:04.455619
250,1.992,30,0.0002,0.0164,2025-09-28T09:00:14.684828
