tamaño_objetivo,aspl,rep,tiempo_gen,tiempo_aspl,timestamp
2000,3.51787943971986,1,0.004,2.2415,2025-09-28T14:43:41.971415
2000,3.6562281140570283,2,0.0036,1.8325,2025-09-28T14:45:54.289985
2000,2.005983991995998,3,0.0034,1.7492,2025-09-28T14:47:32.607038
2000,3.471593296648324,4,0.0628,2.1321,2025-09-28T14:48:52.494582
2000,2.0019959979989994,5,0.0022,1.702,2025-09-28T14:50:30.532486
2000,3.1681870935467735,6,0.0033,2.0746,2025-09-28T14:51:50.592265
2000,4.135911955977989,7,0.0039,1.7601,2025-09-28T14:53:14.481082
2000,3.2718239119559778,8,0.005,1.7877,2025-09-28T14:54:39.164779
2000,3.6760430215107553,9,0.0041,1.7781,2025-09-28T14:56:00.413087
2000,3.4929689844922462,10,0.0025,1.9007,2025-09-28T14:57:28.692815
2000,2.8531570785392697,11,0.0024,1.6791,2025-09-28T14:58:58.976491
2000,4.233733866933466,12,0.0036,1.9631,2025-09-28T15:00:23.033337
2000,3.8953406703351674,13,0.0038,1.8696,2025-09-28T15:01:53.958505
2000,4.353572786393197,14,0.0027,1.8969,2025-09-28T15:03:22.600663
2000,2.8534367183591796,15,0.0022,1.8211,2025-09-28T15:04:55.944553
2000,3.7469459729864933,17,0.0052,1.9764,2025-09-28T15:06:23.033437
2000,3.833822911455728,18,0.0247,1.8538,2025-09-28T15:07:59.238363
2000,3.2088999499749873,19,0.0138,2.7799,2025-09-28T15:09:26.297453
2000,5.513150575287644,20,0.1097,1.9349,2025-09-28T15:10:50.334703
2000,2.566464732366183,21,0.0033,1.8396,2025-09-28T15:12:17.766454
2000,4.480318659329665,22,0.0139,1.8271,2025-09-28T15:13:41.091013
2000,4.223896448224112,23,0.0046,2.0282,2025-09-28T15:15:05.049557
2000,3.603017508754377,24,0.0099,1.6225,2025-09-28T15:16:42.521344
2000,3.865138069034517,25,0.0052,1.9235,2025-09-28T15:18:11.541512
2000,4.434908954477239,26,0.0048,2.0123,2025-09-28T15:19:43.360958
2000,4.0702296148074035,27,0.0059,1.9598,2025-09-28T15:21:21.511098
2000,6.387222611305653,28,0.4759,1.9653,2025-09-28T15:22:51.088180
2000,4.30091795897949,29,0.0089,2.7724,2025-09-28T15:24:27.563646
2000,3.4583881940970485,30,0.0036,2.0285,2025-09-28T15:25:59.025298
