tamaño_objetivo,aspl,rep,tiempo_gen,tiempo_aspl,timestamp
250,3.2470682730923697,1,0.005,0.0387,2025-09-28T09:00:24.996662
250,6.56025702811245,2,0.0188,0.0282,2025-09-28T09:00:28.442653
250,5.231293172690763,3,0.0071,0.0302,2025-09-28T09:00:31.605157
250,5.0633574297188755,4,0.0029,0.0277,2025-09-28T09:00:34.673776
250,5.342618473895582,5,0.0692,0.0271,2025-09-28T09:00:39.026782
250,4.702843373493976,6,0.001,0.0333,2025-09-28T09:00:42.453654
250,5.457317269076305,7,0.0201,0.0279,2025-09-28T09:00:46.701959
250,6.534361445783133,8,0.3223,0.0339,2025-09-28T09:00:51.615218
250,4.212947791164659,9,0.0277,0.0271,2025-09-28T09:00:55.440765
250,8.880289156626507,10,0.53,0.0315,2025-09-28T09:00:59.209640
250,7.4049799196787145,11,0.0115,0.0331,2025-09-28T09:01:04.338124
250,6.920899598393574,12,0.013,0.0263,2025-09-28T09:01:07.599265
250,6.517429718875502,13,0.0139,0.0251,2025-09-28T09:01:10.779718
250,5.902232931726908,14,0.0083,0.0505,2025-09-28T09:01:14.486399
250,4.9906827309236945,15,0.0091,0.0251,2025-09-28T09:01:18.330248
250,4.098955823293172,16,0.0074,0.0253,2025-09-28T09:01:21.538669
250,6.177510040160643,17,0.0495,0.0266,2025-09-28T09:01:24.732672
250,5.116530120481928,18,0.0033,0.0262,2025-09-28T09:01:29.249043
250,5.055871485943775,19,0.0082,0.0487,2025-09-28T09:01:33.832465
250,6.168803212851405,21,0.0167,0.0263,2025-09-28T09:01:38.394014
250,5.838522088353414,22,0.0052,0.0273,2025-09-28T09:01:42.862485
250,5.127325301204819,23,0.0035,0.032,2025-09-28T09:01:45.918557
250,5.764208835341366,24,0.0182,0.0281,2025-09-28T09:01:49.230413
250,6.440417670682731,27,0.0057,0.026,2025-09-28T09:01:55.620273
250,7.131791164658635,28,0.0469,0.0271,2025-09-28T09:01:59.137435
250,5.886136546184739,29,1.9195,0.0516,2025-09-28T09:02:06.071710
250,5.799068273092369,30,0.0721,0.0275,2025-09-28T09:02:10.357157
