tamaño_objetivo,aspl,rep,tiempo_gen,tiempo_aspl,timestamp
2000,6.328735867933967,1,0.01,2.001,2025-09-28T15:27:28.971002
2000,8.305886443221612,2,0.0224,2.3831,2025-09-28T15:27:59.913350
2000,7.781229614807404,3,0.0155,2.0367,2025-09-28T15:28:32.227467
2000,6.6874912456228115,4,0.0081,2.3094,2025-09-28T15:29:03.011396
2000,8.226008004002,5,0.1266,2.0315,2025-09-28T15:29:35.594862
2000,7.622022011005503,6,0.0152,2.9021,2025-09-28T15:30:10.049274
2000,9.396343171585793,7,0.0395,2.0367,2025-09-28T15:30:42.338817
2000,11.214937468734368,8,0.4941,2.2161,2025-09-28T15:31:14.956643
2000,7.315569284642321,9,0.0294,2.0253,2025-09-28T15:31:53.123516
2000,12.633191595797898,10,0.6755,2.5953,2025-09-28T15:32:24.693574
2000,7.524538269134568,11,0.0294,2.9263,2025-09-28T15:33:05.960885
2000,8.450697848924463,12,0.0211,1.9566,2025-09-28T15:33:36.626687
2000,8.769675337668835,13,0.0205,2.044,2025-09-28T15:34:06.939007
2000,8.860154577288645,14,0.0146,2.0567,2025-09-28T15:34:38.137790
2000,7.892984992496248,15,0.0168,2.0817,2025-09-28T15:35:08.304602
2000,9.064347673836918,16,0.0435,3.1428,2025-09-28T15:35:39.709273
2000,8.787083041520761,17,0.0836,2.0088,2025-09-28T15:36:09.528869
2000,8.976460730365183,18,0.0139,3.3095,2025-09-28T15:36:43.131229
2000,7.846966983491746,19,0.0443,2.1336,2025-09-28T15:37:14.138821
2000,7.8363101550775385,21,0.0336,3.0285,2025-09-28T15:37:45.886946
2000,9.01908504252126,22,0.0401,2.1192,2025-09-28T15:38:16.387325
2000,10.295706853426713,23,0.0215,2.1433,2025-09-28T15:38:46.313074
2000,8.418314657328665,24,0.0759,2.192,2025-09-28T15:39:17.334547
2000,8.616814407203602,27,0.0184,2.0803,2025-09-28T15:39:50.151265
2000,8.84964132066033,28,0.0766,2.0574,2025-09-28T15:40:21.489612
2000,10.462577788894448,29,0.3374,2.1341,2025-09-28T15:40:53.805490
2000,9.103642821410705,30,0.0815,2.047,2025-09-28T15:41:28.711343
